Input Text,Reference Audio,Emotion,Accent,Generated Speech,flag,username,timestamp
hi i am Aayushi,/home/m23csa017/adaptive-voice-cloning/flagged/Reference Audio/b2976425be9f16ff622d7245a213ca233dfcc63d/tmpmu3rsqc7.wav,neutral,united_states_english,,,,2025-04-16 23:08:23.318127
